btx_id,timestamp,major,minor,pos_id,deviceid,lat,lon,recvDate
19,1545203071161,1,19,82,41042,35.003102,137.00259,"2018-12-19 16:04:31+09"
19,1545203076257,1,19,82,41042,35.003102,137.00259,"2018-12-19 16:04:36+09"
19,1545203077303,1,19,82,41042,35.003102,137.00259,"2018-12-19 16:04:37+09"
19,1545203080077,1,19,82,41042,35.003102,137.00259,"2018-12-19 16:04:40+09"
19,1545203084137,1,19,82,41042,35.003102,137.00259,"2018-12-19 16:04:44+09"
19,1545203086122,1,19,82,41042,35.003102,137.00259,"2018-12-19 16:04:46+09"
19,1545203087157,1,19,82,41042,35.003102,137.00259,"2018-12-19 16:04:47+09"
19,1545203088297,1,19,82,41042,35.003102,137.00259,"2018-12-19 16:04:48+09"
19,1545203089393,1,19,82,41042,35.003102,137.00259,"2018-12-19 16:04:49+09"
19,1545203091112,1,19,82,41042,35.003102,137.00259,"2018-12-19 16:04:51+09"
19,1545203095358,1,19,82,41042,35.003102,137.00259,"2018-12-19 16:04:55+09"
19,1545203096217,1,19,82,41042,35.003102,137.00259,"2018-12-19 16:04:56+09"
19,1545203109097,1,19,83,41043,35.003577,137.002628,"2018-12-19 16:05:09+09"
19,1545203111254,1,19,83,41043,35.003577,137.002628,"2018-12-19 16:05:11+09"
19,1545203114097,1,19,83,41043,35.003577,137.002628,"2018-12-19 16:05:14+09"
19,1545203114370,1,19,83,41043,35.003577,137.002628,"2018-12-19 16:05:14+09"
19,1545203115233,1,19,83,41043,35.003577,137.002628,"2018-12-19 16:05:15+09"
19,1545203116271,1,19,83,41043,35.003577,137.002628,"2018-12-19 16:05:16+09"
19,1545203118176,1,19,83,41043,35.003577,137.002628,"2018-12-19 16:05:18+09"
19,1545203124097,1,19,83,41043,35.003577,137.002628,"2018-12-19 16:05:24+09"
19,1545203129137,1,19,83,41043,35.003577,137.002628,"2018-12-19 16:05:29+09"
19,1545203136137,1,19,83,41043,35.003577,137.002628,"2018-12-19 16:05:36+09"
19,1545203137196,1,19,83,41043,35.003577,137.002628,"2018-12-19 16:05:37+09"
19,1545203138250,1,19,83,41043,35.003577,137.002628,"2018-12-19 16:05:38+09"
19,1545203139137,1,19,83,41043,35.003577,137.002628,"2018-12-19 16:05:39+09"
19,1545203142256,1,19,83,41043,35.003577,137.002628,"2018-12-19 16:05:42+09"
19,1545203142411,1,19,83,41043,35.003577,137.002628,"2018-12-19 16:05:42+09"
19,1545203154134,1,19,84,41044,35.004019,137.002654,"2018-12-19 16:05:54+09"
19,1545203156165,1,19,84,41044,35.004019,137.002654,"2018-12-19 16:05:56+09"
19,1545203158207,1,19,84,41044,35.004019,137.002654,"2018-12-19 16:05:58+09"
19,1545203158433,1,19,84,41044,35.004019,137.002654,"2018-12-19 16:05:58+09"
19,1545203160106,1,19,84,41044,35.004019,137.002654,"2018-12-19 16:06:00+09"
19,1545203160815,1,19,84,41044,35.004019,137.002654,"2018-12-19 16:06:00+09"
19,1545203161165,1,19,84,41044,35.004019,137.002654,"2018-12-19 16:06:01+09"
19,1545203164327,1,19,84,41044,35.004019,137.002654,"2018-12-19 16:06:04+09"
19,1545203166109,1,19,84,41044,35.004019,137.002654,"2018-12-19 16:06:06+09"
19,1545203166262,1,19,84,41044,35.004019,137.002654,"2018-12-19 16:06:06+09"
19,1545203227157,1,19,46,41006,35.004006,137.001421,"2018-12-19 16:07:07+09"
19,1545203230362,1,19,46,41006,35.004006,137.001421,"2018-12-19 16:07:10+09"
19,1545203233289,1,19,46,41006,35.004006,137.001421,"2018-12-19 16:07:13+09"
19,1545203234288,1,19,46,41006,35.004006,137.001421,"2018-12-19 16:07:14+09"
19,1545203239050,1,19,46,41006,35.004006,137.001421,"2018-12-19 16:07:19+09"
19,1545203240213,1,19,46,41006,35.004006,137.001421,"2018-12-19 16:07:20+09"
19,1545203243157,1,19,46,41006,35.004006,137.001421,"2018-12-19 16:07:23+09"
19,1545203245111,1,19,46,41006,35.004006,137.001421,"2018-12-19 16:07:25+09"
19,1545203264150,1,19,45,41005,35.004453,137.001459,"2018-12-19 16:07:44+09"
19,1545203267142,1,19,45,41005,35.004453,137.001459,"2018-12-19 16:07:47+09"
19,1545203269388,1,19,45,41005,35.004453,137.001459,"2018-12-19 16:07:49+09"
